X,Y,Z
4.0337,-11.8488,-0.0188
7.8522,10.6723,-0.0188
8.2474,5.4648,-0.0188
-4.3539,1.3854,-0.0187
-4.3393,-2.8301,-0.0187
-4.2328,-7.3472,-0.0187
-4.2338,-11.1948,-0.0187
-0.4679,11.1081,-0.0187
-0.4449,2.9758,-0.0187
-0.2787,-8.6559,-0.0187
8.028,11.0433,-0.0187
7.8544,14.5161,-0.0187
8.2486,9.5837,-0.0187
4.9187,-8.5103,-0.0187
-5.9297,4.6847,-0.0186
-4.0916,9.7821,-0.0186
-4.0117,7.6107,-0.0186
-0.2763,10.8135,-0.0186
7.5589,14.5722,-0.0186
8.0246,3.3562,-0.0186
7.7185,6.9934,-0.0186
7.3343,-8.237,-0.0186
-4.3112,-9.0262,-0.0185
-0.2794,-4.8109,-0.0185
4.1005,14.2244,-0.0185
3.8662,-11.1671,-0.0185
4.2558,-1.4298,-0.0185
8.106,-4.171,-0.0185
4.3591,-5.4496,-0.0185
7.5282,-9.9286,-0.0185
-6.6187,8.1912,-0.0184
-8.0167,-7.1369,-0.0184
-3.4425,11.1324,-0.0184
-3.5546,6.9758,-0.0184
-3.8793,-0.7683,-0.0184
-0.2762,-4.5828,-0.0184
-4.011,-12.6991,-0.0184
0.1364,12.8025,-0.0184
3.8717,15.9969,-0.0184
3.4166,15.906,-0.0184
7.8228,7.2599,-0.0184
7.635,-0.4908,-0.0184
4.9139,-4.6559,-0.0184
-5.4394,0.5355,-0.0183
-0.2817,-0.9687,-0.0183
3.9528,14.9062,-0.0183
1.4872,15.9013,-0.0183
8.2529,-2.5152,-0.0183
-8.1454,-13.1048,-0.0182
-4.2651,-11.8521,-0.0182
-4.7191,-10.9178,-0.0182
-0.1594,12.7258,-0.0182
-3.4311,-15.7876,-0.0182
3.4026,-11.029,-0.0182
4.2671,13.9632,-0.0182
-4.6097,-10.6468,-0.0181
-7.6927,-7.0828,-0.0181
-8.0233,-10.9842,-0.0181
-0.6567,-15.8877,-0.0181
2.4568,15.937,-0.0181
0.4417,-11.0715,-0.0181
8.1374,1.1783,-0.0181
-4.2662,-7.9994,-0.018
-4.0097,-12.4883,-0.018
-0.1565,-14.2163,-0.018
4.5812,10.6799,-0.018
-4.8841,0.5204,-0.0179
-4.1993,-8.3141,-0.0179
-4.8803,-7.1834,-0.0179
-4.194,-12.4377,-0.0179
-3.9352,9.9388,-0.0179
-4.0295,-1.4259,-0.0179
3.8767,-14.5501,-0.0179
8.0998,13.5642,-0.0179
7.8515,2.9728,-0.0179
-5.4368,4.3895,-0.0178
-4.0314,-5.2806,-0.0178
-3.7087,-4.7136,-0.0178
-4.0055,-8.8445,-0.0178
8.0914,9.7225,-0.0178
8.2144,10.5516,-0.0178
4.5864,-0.8635,-0.0178
-4.3522,-4.8846,-0.0177
-4.4251,-7.0927,-0.0177
-4.3068,-12.8712,-0.0177
4.4268,14.6167,-0.0177
8.1809,2.208,-0.0177
4.7402,-8.4161,-0.0177
-8.1325,-8.3816,-0.0176
-4.5915,-7.2349,-0.0176
-4.4277,-10.9396,-0.0176
-4.0072,-8.6447,-0.0176
-0.2063,-13.9239,-0.0176
4.1028,-12.7228,-0.0176
4.2908,14.4508,-0.0176
8.0205,7.2035,-0.0176
8.1787,9.9023,-0.0176
7.8449,6.8211,-0.0176
4.2873,-7.7807,-0.0176
4.7456,-4.5729,-0.0176
-7.521,-3.3249,-0.0175
-4.1933,-12.1695,-0.0175
8.0864,9.4394,-0.0175
8.0926,5.8715,-0.0175
8.246,1.6122,-0.0175
4.2859,-1.1502,-0.0175
8.0917,-3.8105,-0.0175
8.1859,-6.9089,-0.0175
-7.3793,4.7735,-0.0174
-4.6119,-2.9509,-0.0174
-4.2646,-0.3033,-0.0174
-4.2307,-3.4953,-0.0174
-7.6942,-3.2361,-0.0174
-8.2333,-8.1214,-0.0174
-4.035,6.269,-0.0174
8.0894,13.0254,-0.0174
7.0141,14.5942,-0.0174
-4.6111,-6.7915,-0.0173
-7.5237,-7.1673,-0.0173
-4.0113,-5.0005,-0.0173
4.0356,15.0978,-0.0173
3.9436,-12.035,-0.0173
8.1755,13.7571,-0.0173
8.2161,6.7017,-0.0173
7.7217,3.1411,-0.0173
6.5941,-12.3477,-0.0173
-8.1764,-7.7891,-0.0172
-4.3497,-8.1877,-0.0172
-4.4255,-11.164,-0.0172
-3.3829,10.7315,-0.0172
-4.003,-1.1471,-0.0172
7.7251,14.6794,-0.0172
8.0177,6.9597,-0.0172
4.2619,-5.2768,-0.0172
-8.1508,-2.5984,-0.0171
-4.3602,-8.7266,-0.0171
-8.1337,-12.2326,-0.0171
-4.009,2.6992,-0.0171
-3.7074,2.978,-0.0171
-0.2118,-13.6426,-0.0171
0.1442,13.8264,-0.0171
0.1381,11.7385,-0.0171
3.9403,-12.5816,-0.0171
7.7227,10.8351,-0.0171
7.5649,-0.8221,-0.0171
-8.1744,-11.6456,-0.017
-4.4187,-14.5495,-0.017
-0.1947,11.2179,-0.017
-1.2805,14.5893,-0.017
7.8332,-0.4362,-0.017
-4.3554,-2.4664,-0.0169
-4.5892,-3.3871,-0.0169
-2.4679,14.5419,-0.0169
-4.01,2.9054,-0.0169
4.2945,14.2504,-0.0169
8.0181,10.8081,-0.0169
4.3654,-9.3018,-0.0169
4.8535,-11.9549,-0.0169
-4.3431,1.0221,-0.0168
-4.8894,-3.3374,-0.0168
-4.7145,-7.0671,-0.0168
-8.1522,-11.3495,-0.0168
-8.0815,-11.8055,-0.0168
4.7531,14.6627,-0.0168
8.0143,3.1134,-0.0168
-5.8487,8.2323,-0.0167
-8.1455,2.2858,-0.0167
-5.1119,0.801,-0.0167
-4.1884,-5.0227,-0.0167
-4.4254,-10.7008,-0.0167
-0.0471,13.439,-0.0167
-3.877,6.9206,-0.0167
-3.7069,6.8344,-0.0167
4.4203,-0.778,-0.0167
7.6301,-4.3434,-0.0167
4.2056,-9.4541,-0.0167
-8.1558,1.251,-0.0166
-7.5891,0.9314,-0.0166
-4.8141,0.844,-0.0166
-4.3502,-4.3423,-0.0166
-4.4287,-3.2431,-0.0166
-4.1953,-8.5876,-0.0166
-8.2252,-11.9665,-0.0166
-4.0345,10.1166,-0.0166
3.9478,14.369,-0.0166
8.0903,5.5984,-0.0166
4.4198,-4.6277,-0.0166
-5.4336,8.2342,-0.0165
-0.2048,13.0183,-0.0165
-0.2031,13.5656,-0.0165
-0.2785,-12.2787,-0.0165
-8.148,6.1326,-0.0164
-4.3619,5.2247,-0.0164
-4.8151,-3.0014,-0.0164
-4.4265,-7.3205,-0.0164
-4.0339,2.4194,-0.0164
0.1637,14.7093,-0.0164
0.1544,14.1071,-0.0164
2.8663,15.9316,-0.0164
8.2197,14.4048,-0.0164
-7.3794,8.6206,-0.0163
-4.2657,2.1443,-0.0163
-8.1334,-4.5291,-0.0163
-4.3086,-5.1726,-0.0163
-4.3474,-12.0404,-0.0163
-0.2731,11.051,-0.0163
-4.0054,6.75,-0.0163
-4.017,-4.7942,-0.0163
4.5996,14.5345,-0.0163
8.0196,10.5823,-0.0163
-4.3061,-1.3256,-0.0162
-8.0799,-7.9579,-0.0162
-4.3527,-12.5809,-0.0162
-0.1212,13.7496,-0.0162
-2.6658,14.5547,-0.0162
-0.2702,-15.8873,-0.0162
-0.2832,-12.507,-0.0162
0.1453,15.7876,-0.0162
8.0281,14.432,-0.0162
4.9254,14.5824,-0.0162
8.0233,6.7278,-0.0162
8.2487,1.8891,-0.0162
4.2832,-0.9444,-0.0162
4.261,-9.1237,-0.0162
-5.0888,10.777,-0.0161
-4.92,6.8075,-0.0161
0.2804,15.9559,-0.0161
3.8878,15.7653,-0.0161
8.0909,1.4698,-0.0161
-8.145,2.5647,-0.016
-8.0178,-3.289,-0.016
-0.2072,13.2935,-0.016
4.1014,14.5056,-0.016
4.5909,-4.7179,-0.016
7.3577,-13.6561,-0.016
-4.3401,4.8658,-0.0159
-4.4225,-6.849,-0.0159
-4.3577,-12.3035,-0.0159
-0.0744,14.4104,-0.0159
3.9873,-12.8709,-0.0159
8.0255,-0.4949,-0.0159
7.8549,-0.8756,-0.0159
-4.2665,-1.7117,-0.0158
-4.1998,-4.7393,-0.0158
-4.3526,-8.4559,-0.0158
-8.1515,-11.1515,-0.0158
-4.3528,-0.4869,-0.0157
-4.8107,-6.8455,-0.0157
-0.569,14.68,-0.0157
-4.2309,0.3499,-0.0156
-4.4302,0.6004,-0.0156
-8.0461,-4.3523,-0.0156
-4.2675,-4.1502,-0.0156
-4.4301,-3.4683,-0.0156
-4.7253,-3.2207,-0.0156
-8.1464,-7.2993,-0.0156
-3.5562,10.8269,-0.0156
1.6876,15.8867,-0.0156
0.4523,15.8774,-0.0156
4.0943,-12.4429,-0.0156
8.0879,13.2903,-0.0156
8.2425,5.7336,-0.0156
8.2157,2.8575,-0.0156
4.422,-8.4715,-0.0156
4.3017,-14.1764,-0.0156
-4.1958,-4.4659,-0.0155
-0.2751,-12.0444,-0.0155
0.0701,14.9666,-0.0155
8.1005,-2.3725,-0.0155
-4.5921,4.3089,-0.0154
0.2562,14.8937,-0.0154
-3.878,10.7713,-0.0153
3.9406,-12.3033,-0.0153
8.1845,-10.7579,-0.0153
-8.2288,-4.2707,-0.0152
-4.0109,-0.944,-0.0152
3.7021,15.8578,-0.0152
8.2535,13.4307,-0.0152
7.832,-4.287,-0.0152
-8.1502,5.1027,-0.0151
-7.5226,4.3726,-0.015
-8.1295,-0.6901,-0.015
-4.4252,-3.0029,-0.015
-0.2773,14.6591,-0.015
-4.0096,6.5422,-0.015
3.5843,16.0187,-0.015
0.7757,15.919,-0.015
8.139,-2.6732,-0.015
4.285,-4.7887,-0.015
7.6357,-8.1881,-0.015
8.26,-6.361,-0.015
7.8479,-4.7333,-0.015
-8.1409,6.4105,-0.0149
-4.1977,-0.8862,-0.0149
4.0979,-12.1607,-0.0149
-5.1047,4.649,-0.0148
-4.1925,-1.1719,-0.0148
-4.0067,10.3946,-0.0148
-3.7123,10.6809,-0.0148
3.9492,14.6315,-0.0148
8.0945,-1.8379,-0.0148
8.0934,2.0188,-0.0147
7.0065,-12.3457,-0.0147
-4.8164,4.7012,-0.0146
-8.2295,-0.4194,-0.0146
-8.176,-3.9412,-0.0146
8.0915,-7.6557,-0.0146
-6.1001,12.4822,-0.0145
-8.0433,-0.5086,-0.0145
-7.8498,-3.3654,-0.0145
-8.1445,-7.5045,-0.0145
-4.8825,4.3689,-0.0144
-4.5934,0.4623,-0.0144
-8.0814,-4.1065,-0.0144
0.2134,15.1255,-0.0144
7.726,-0.7078,-0.0144
-4.2295,4.1939,-0.0143
-4.3463,-1.0241,-0.0143
-4.7181,0.6296,-0.0143
4.113,14.7732,-0.0143
-4.2684,5.9902,-0.0142
-7.5271,0.5276,-0.0142
8.2507,-1.961,-0.0142
4.2931,-14.4543,-0.0142
-7.5891,4.774,-0.0141
-4.0082,10.5978,-0.0141
4.2851,-5.0023,-0.0141
-7.7004,0.6199,-0.014
4.2853,-8.8457,-0.014
-4.6136,0.9045,-0.0139
-7.8467,-7.2154,-0.0139
-0.4441,14.5216,-0.0139
0.1436,15.5837,-0.0139
7.5625,-8.5206,-0.0139
-4.4278,4.455,-0.0138
-8.0199,0.559,-0.0138
7.3369,-12.0875,-0.0138
7.8514,-8.5749,-0.0138
-4.3066,2.5251,-0.0137
-4.3588,-4.6074,-0.0137
8.1059,-8.0139,-0.0137
8.0198,-4.5803,-0.0137
5.0776,-15.8168,-0.0137
-4.4187,0.84,-0.0136
-0.7284,14.5655,-0.0136
8.0962,-6.22,-0.0136
-4.6166,4.7522,-0.0135
-4.3544,2.8166,-0.0135
-8.1509,-3.4541,-0.0135
8.1793,-1.6435,-0.0135
7.8328,-8.1344,-0.0135
8.2448,-6.0777,-0.0135
-7.5953,8.6315,-0.0134
-4.9136,10.6552,-0.0134
-4.7222,4.4815,-0.0134
0.1151,15.3007,-0.0134
8.0169,2.8916,-0.0134
8.0252,-4.3385,-0.0134
-4.3601,9.0806,-0.0133
-3.3768,14.5759,-0.0133
8.2219,-4.8384,-0.0133
7.557,-4.6779,-0.0133
-8.1462,9.9823,-0.0132
-8.1569,8.9502,-0.0132
-4.4285,0.3793,-0.0131
-0.269,14.4347,-0.0131
-4.4199,4.6913,-0.013
-4.2659,3.5438,-0.013
-8.1457,-3.6515,-0.013
4.2826,-8.6469,-0.013
4.2877,-11.63,-0.013
4.5847,-8.5665,-0.013
4.2646,-12.9799,-0.013
4.295,-15.4806,-0.013
-4.1958,3.2332,-0.0129
4.3951,-13.3946,-0.0129
-8.1411,10.2563,-0.0128
8.2563,-10.2138,-0.0128
0.6018,16.0074,-0.0127
8.2218,-0.9876,-0.0127
7.725,-4.5577,-0.0127
8.022,-8.4281,-0.0126
-8.1517,4.2476,-0.0125
-7.6951,4.4554,-0.0125
-8.076,-0.2561,-0.0125
-7.8545,0.4794,-0.0125
4.9171,-12.3618,-0.0125
-8.1368,3.1607,-0.0124
8.0202,-0.7329,-0.0124
4.2123,-13.3086,-0.0124
-5.109,8.5004,-0.0123
-5.849,12.083,-0.0123
-4.2303,8.0417,-0.0123
-4.8825,8.2236,-0.0123
-4.3562,3.3618,-0.0123
8.0936,1.7466,-0.0123
8.0942,-2.0967,-0.0123
6.5258,-15.9051,-0.0123
-4.27,9.8336,-0.0122
-8.2341,3.4325,-0.0122
4.3048,-13.5712,-0.0122
-6.6204,12.0386,-0.0121
-4.4277,8.2993,-0.0121
-4,12.7643,-0.0121
8.2526,-9.9351,-0.0121
-8.1561,0.3956,-0.012
8.1772,-5.4898,-0.012
4.4269,-12.3289,-0.012
-4.3098,6.3694,-0.0119
-4.4291,4.2271,-0.0119
8.0273,-0.9633,-0.0119
-5.9251,12.3782,-0.0118
-4.2684,7.3912,-0.0118
8.0946,-5.6793,-0.0118
-4.3584,-0.7607,-0.0117
8.2547,-14.0641,-0.0117
-4.3502,8.7196,-0.0116
-8.1752,-0.0921,-0.0116
-4.2059,2.9608,-0.0115
-4.1957,-0.6192,-0.0115
8.1349,-6.5151,-0.0115
8.0309,-4.807,-0.0115
8.0866,-11.5034,-0.0115
-7.5232,8.2216,-0.0114
-3.5498,14.6694,-0.0114
8.1839,-9.3389,-0.0114
-4.1967,6.5212,-0.0113
-4.1917,2.6733,-0.0113
6.3339,-15.8076,-0.0112
7.5303,-13.7786,-0.0112
8.1332,-10.369,-0.011
8.0972,-10.0697,-0.011
-4.3562,7.2056,-0.0109
-4.3602,3.0842,-0.0109
-4.0005,12.4877,-0.0109
8.0238,-8.1913,-0.0109
-8.0447,3.3436,-0.0108
4.8586,-15.8014,-0.0108
-8.1461,4.0446,-0.0107
-6.815,12.0443,-0.0106
4.3634,-13.1445,-0.0106
-8.1793,3.7623,-0.0105
-3.7041,14.5307,-0.0104
8.0991,-9.5315,-0.0104
-4.8121,8.5537,-0.0103
-4.425,8.5427,-0.0103
8.0876,-5.948,-0.0103
-4.6152,8.604,-0.0101
-4.1913,10.3718,-0.0101
-5.4362,12.08,-0.0101
-4.1966,7.0805,-0.0101
-8.0224,4.408,-0.0101
-7.8584,4.3275,-0.0101
8.256,-9.6579,-0.0101
-7.3801,12.4664,-0.01
-4.3596,6.9328,-0.01
7.7276,-8.4017,-0.01
-4.3537,6.664,-0.0099
8.2513,-5.8018,-0.0099
8.1875,-14.6056,-0.0099
4.7438,-12.2697,-0.0099
-7.6991,8.3155,-0.0098
8.0234,-8.6627,-0.0098
-4.3068,10.2236,-0.0097
-4.4257,8.077,-0.0097
-4.5968,8.1614,-0.0096
-7.8535,8.1732,-0.0096
-8.1448,0.1976,-0.0096
4.2843,-12.486,-0.0096
-8.2338,7.2768,-0.0094
8.2533,-13.7815,-0.0094
-4.352,10.5123,-0.0093
-8.1489,7.8914,-0.0093
-4.2022,6.8069,-0.0093
-4.1996,10.6557,-0.0092
-4.0076,11.4593,-0.0092
4.2842,-12.6979,-0.0092
-8.1359,7.011,-0.0091
7.8323,-11.9857,-0.0091
-8.0827,3.5921,-0.0089
8.1036,-11.8652,-0.0088
-8.0501,7.1839,-0.0087
7.6333,-12.0349,-0.0087
7.8485,-12.4261,-0.0087
8.2211,-8.6886,-0.0086
7.5557,-12.3757,-0.0086
-5.0835,14.6187,-0.0084
4.5901,-12.4091,-0.0084
-4.7236,8.3294,-0.0083
-3.9876,13.3708,-0.0083
-8.1761,7.6049,-0.0082
-3.8981,13.5457,-0.0082
-4.35,11.0565,-0.008
8.0963,-13.3848,-0.008
-8.0475,11.0374,-0.0079
-4.8802,12.0634,-0.0079
-8.0832,7.4345,-0.0079
-8.1463,13.8293,-0.0078
8.088,-9.7913,-0.0078
-8.1549,12.7976,-0.0077
-5.1034,12.3481,-0.0077
-4.8118,12.3995,-0.0077
-4.1954,10.9251,-0.0076
-8.1523,8.0911,-0.0076
-4.3424,12.5726,-0.0073
-4.3609,12.9293,-0.0073
-8.0228,8.2645,-0.0073
-7.5932,12.4807,-0.0072
-8.1782,11.4526,-0.0072
-4.5919,12.009,-0.0072
7.6389,-15.8808,-0.0072
8.0912,-15.3532,-0.0072
8.0172,-12.276,-0.0071
-4.357,10.7798,-0.007
8.2235,-12.5337,-0.0069
-4.6107,12.4484,-0.0067
-8.1364,10.8587,-0.0067
-4.4274,12.1502,-0.0067
-4.9121,14.5066,-0.0066
-4.2268,11.8991,-0.0066
8.2576,-13.5061,-0.0065
-4.1877,14.2278,-0.0063
8.0977,-13.9148,-0.0061
-4.0332,13.9615,-0.006
8.183,-13.1897,-0.006
-8.2302,11.1238,-0.0059
8.0217,-12.0437,-0.0058
8.1411,-14.2153,-0.0058
-4.2631,13.6834,-0.0057
-4.426,11.9257,-0.0057
-3.8689,14.6113,-0.0057
-4.4182,12.3922,-0.0056
-4.7219,12.1769,-0.0056
7.7263,-12.252,-0.0056
-4.2641,11.2445,-0.0054
-4.344,14.9067,-0.0053
-7.6994,12.1624,-0.0053
-7.5244,12.0649,-0.0052
-4.0819,13.6327,-0.0051
-4.3033,14.0688,-0.005
-4.2575,15.092,-0.005
-3.9353,13.7885,-0.0049
8.1036,-15.7137,-0.0049
-8.027,12.1062,-0.0048
7.3415,-15.9386,-0.0047
-8.1482,11.7418,-0.0046
-8.1479,14.1079,-0.0045
-8.1521,11.9376,-0.0045
-7.849,12.0309,-0.0044
-4.0081,14.449,-0.0044
-4.006,14.2404,-0.0044
-4.3437,14.3659,-0.0042
8.0237,-12.509,-0.0042
-4.2228,15.7473,-0.0041
-5.8414,15.9345,-0.0041
-4.1949,14.507,-0.004
8.0872,-13.6413,-0.0038
-5.4324,15.9319,-0.0035
-4.1923,14.7717,-0.0033
-6.8072,15.8925,-0.0033
7.8207,-15.8225,-0.0033
-8.0828,11.2849,-0.0032
-8.0457,14.8876,-0.0031
-6.6055,15.8867,-0.003
-4.589,15.8612,-0.0025
-4.8854,15.9083,-0.0022
-8.2277,14.9741,-0.002
-7.6955,16.006,-0.0019
-8.1594,15.7865,-0.0016
-8.1532,15.5826,-0.0014
-4.4287,15.9914,-0.001
-4.7114,16.0267,-0.0009
-8.1517,14.7037,-0.0006
-7.8486,15.8717,-0.0006
-4.3469,14.6399,-0.0005
-8.0921,15.1375,-0.0003
-8.0212,15.9581,-0.0002
-4.4163,15.7735,-0.0002
-8.1821,15.2989,0
-7.5219,15.9148,0
8.0202,-15.8856,0
